gene,ES2,JHOC5,MOLM13,MV411,TOV21G
AATK,0.6545592882460141,0.4798745719392931,0.9850365320896031,0.18655588009011562,2.0048144242596235
ABAT,0.8610875266227088,0.7850483787186092,1.6395495166397265,0.3232809663015758,2.4960238678440247
ABCA1,1.2313945434829427,1.763280282884154,1.016720028610415,0.7042908547348827,2.7051385581571727
ABCA10,1.174219909393506,0.7681350690582859,0.8652572881016103,0.642378578774547,2.0865771824483836
ABCA12,0.9993128629057302,0.6147267815865649,0.9506314512923921,0.2361132103513405,0.9986775377178051
ABCA13,0.3883281260913547,0.5668593549806729,1.8457555809655726,0.513939180593632,1.9617534055330907
ABCA2,1.5177514964227279,1.881355729699395,1.1551307647780586,0.519022639363816,2.8027642735749305
ABCA3,0.5742476669631031,0.8657143193708537,0.7786589805322907,0.5589254272406566,1.8540179357326834
ABCA4,1.4199451601140956,0.9644379656068475,0.5938765631380564,0.2646484787885974,2.06529206976069
ABCA5,1.3291430794277401,0.6696918683654425,0.8448872257711999,0.31136564760662194,1.8354636228180445
ABCA6,0.8296654175617311,0.5260046954665818,1.8330076750732194,0.2967589143512288,1.9935136685178636
ABCA7,1.0961228600238513,0.813795933672394,1.2492412940389384,0.629407017941685,2.6884388516390594
ABCA8,1.1850912594013328,1.269843530915206,1.0677999466263755,0.2509346397612017,2.2161923555664633
ABCA9,0.9688881266973592,0.7803360209633201,0.698415793631572,0.441511963116716,2.7435634120679553
ABCB1,0.4673746552939498,1.2558953385883724,1.1356155075924736,0.4974129271576041,1.9022290329677902
ABCB10,0.7358106987629854,0.5392260826101635,0.8257679535390836,0.6303344159285621,2.3446470734596945
ABCB11,0.9894098252190004,0.7256240433526377,0.8031316211238765,0.490248180583186,1.2456216193584542
ABCB4,0.30787607495941494,1.12685564939418,0.6435008983593262,0.5583911966496812,2.066292186016915
ABCB5,0.3363628463169901,0.19009924133856762,0.7538817352926526,0.3039525069640146,1.913113277970446
ABCB6,0.955210421572612,0.9325491517567217,0.7257978255284,0.614695664135183,3.2016633806461825
ABCB7,1.700609404243986,1.816002792360726,1.3035324823553947,0.8850445121877895,3.0056654377651264
ABCB8,1.6303056873119952,1.6389813865125957,1.4284278868695501,0.37458027243846587,3.0008836537779646
ABCB9,0.9246788691261503,2.37694435501877,1.2275840265184914,0.6459292725671194,3.36974922285911
ABCC1,0.6315357318839538,0.4296637136835534,0.399797598894915,0.30643228335691364,1.5706848444256178
ABCC10,0.8774285418000277,1.8317968572411323,0.7637953266925571,0.2855291447029015,1.7460175349538825
ABCC11,0.41354725985971336,2.1412953349545667,0.6727524613103651,0.5213903149556411,3.4079779551842666
ABCC12,0.5659264693614783,1.8603580866846954,0.43589792687268475,0.4315701049837147,2.508769481382402
ABCC2,0.44011462135017015,0.8552477379174418,1.0981237976115916,0.27691620122407906,2.9009438123285305
ABCC3,0.8354370603915942,2.054041951706669,0.9981524432204271,0.8555861154752704,2.0528882633736574
ABCC4,0.7305045821566541,0.714337817815784,0.8841199406627398,0.24395652190970799,2.705326184735939
ABCC5,0.8655104903608472,0.9559795591676047,0.5114418037777069,0.3912901572305315,1.8475550336705888
ABCC6,1.222798224580007,3.005804172968662,1.0261232128199582,0.8033055741611249,3.1007639434663843
ABCC8,0.5800868733911572,1.028896196519139,0.5952114475879812,0.6706135787905381,2.8972950718909045
ABCC9,0.4831230064728184,1.2490114129747127,1.565094575438763,0.49249143277377,1.4553725046874024
ABCD1,0.896117115269844,1.3749200428234734,0.7576923827004076,0.18688776436203872,3.0163332831713996
ABCD2,2.191799029820824,0.9028875690361057,0.5224129404687651,0.2192640509106906,1.9123604962122402
ABCD3,1.1934438310816244,1.2606010454824401,1.0640756533866427,0.43334351168911195,2.3381365877259515
ABCD4,0.5722348457172722,1.1893288357333192,0.9001716965269285,0.9585545345794734,3.1948367261972677
ABCE1,2.4608853220173184,3.162866535933376,1.1760699013996065,1.2175347713875588,2.5698127108923794
ABCF1,2.778332841592985,4.079722514769708,1.8868120599946898,2.087241062285282,3.6936036747020733
ABCF3,0.5359134701112473,0.3118443103189684,0.6851670952895874,0.2691157253188459,1.6276142151255808
ABCG1,0.7372198926706993,1.2521530411147024,0.780612731888413,0.32597618116975996,1.529139797189644
ABCG2,0.9578999990600445,1.5211755614363434,0.5078594968952024,0.618469935206855,2.6021714288727664
ABCG4,0.5651582077769606,1.0164296510688566,0.9341387409704678,0.8147270588512873,2.558214630247003
ABCG5,1.1818965680226339,1.5621086469077547,0.8776314793022736,0.274456465960388,2.1149288346776514
ABCG8,0.7010856887765408,1.0622439287762315,0.7659902398710713,0.3694610715333667,1.5322470995141777
ABHD1,0.8371303166255519,0.4667212275755032,0.7178638037042608,0.3919522853015545,2.398541251346294
ABHD10,0.5823150944290268,1.120168332805522,0.8974981279773778,0.31350861244041595,2.4885177864856542
ABHD11,1.1390723211019473,0.8502849654152431,1.0402494086596548,1.2763799873842758,2.7717653460477814
ABHD12,0.5175197796495514,0.4416378425685981,0.42213104059451145,0.4542270318389798,2.4734565897772836
ABHD12B,1.0182070224734854,0.5190330724556542,1.6537148710999163,0.7209309406417764,2.6085583728686075
ABHD13,1.2153156478592857,0.7501511731105011,1.2570244404588018,0.4942645570898033,1.1499414933847714
ABHD14A,1.1297288070890494,1.09559603195636,1.489575601409689,0.96859736751038,3.376720490673697
ABHD14B,1.6479775165215647,0.7847207087188273,1.0955220840305908,0.48216339356875176,2.349838679671854
ABHD15,0.36279534452521467,1.5881880469424787,1.6273282307836152,0.5657982863368388,3.102721996053029
ABHD16A,1.0577488421997425,2.842338707832591,1.9350827826479524,0.6749177673442476,2.9906425797472873
ABHD16B,0.4699240865495041,0.699755601369387,0.6664449748954409,0.653118818289722,4.03042374134706
ABHD17A,1.0819929931387766,1.412830583818787,1.839245637562287,1.13627838218262,4.113606393325205
ABHD17B,0.7413645542025916,0.959913098329878,0.3561808167138702,0.3747072588601125,2.9655756837237703
ABHD17C,0.8472098104619272,0.261662918206227,1.0027260052300708,0.49628419833979986,2.0978590375058888
ABHD18,1.063703895455396,1.057131123453684,1.7200183010542165,0.4630947876209702,2.3152615940553503
ABHD2,1.345269970341119,1.4500481074880267,0.4831446713689522,0.12494074700989481,1.8630205456245366
